1.5,9447,[ 1  1 10 18  5  6 51  1  5  2],1,1,100,10,0.32180000000000003,0.1424183006535948,0.13284261710921735
1.5,9447,[  1   1  14  24   6   7 135   1   9   2],1,1,200,10,0.48425,0.14041137566137568,0.13012717470940086
1.5,9447,[  1   1  16  40   6   8 413   1  12   2],1,1,500,10,0.692704,0.13964921307506054,0.1290298255855212
1.5,9447,[  1   1  17  54   6  10 894   2  13   2],1,1,1000,10,0.8037559999999999,0.1342205035975269,0.12573422760016661
1.5,9447,[   1    1   18   64    6   10 1883    2   13    2],1,1,2000,10,0.888106,0.13415301366590865,0.12563458739545819
1.5,9447,[   1    1   20   75    6   10 4869    2   14    2],1,1,5000,10,0.94874112,0.13401633952410294,0.12544032451992715
1.5,9447,[   1    1   22   78    6   10 9863    2   14    3],1,1,10000,10,0.97295684,0.13229805018733337,0.12406954203949598
1,9447,[ 1  1 10 18  5  6 51  1  5  2],1,1,100,10,0.32180000000000003,0.1424183006535948,0.13284261710921735
1,9447,[  3   1  20  29  10   8 112   2  10   5],1,1,200,10,0.3572,0.12451744663382595,0.11951331164993428
1,9447,[  6   6  57  81  27  16 257   5  24  21],1,1,500,10,0.313832,0.1075593667390121,0.1071315981844531
1,9447,[  9  13 116 156  63  33 505  10  50  45],1,1,1000,10,0.30374999999999996,0.10393443600517688,0.10379488765627587
1,9447,[  12   22  212  328  122   66 1033   21   91   93],1,1,2000,10,0.314714,0.10230230677861887,0.10224029620122999
1,9447,[  29   78  524  804  340  162 2580   42  216  225],1,1,5000,10,0.31320823999999997,0.1009284066024188,0.10091715950829883
1,9447,[  64  156 1009 1594  673  305 5246   90  421  442],1,1,10000,10,0.32044524,0.10044357734773522,0.10044123184752249
0.5,9447,[ 1  1 10 18  5  6 51  1  5  2],1,1,100,10,0.32180000000000003,0.1424183006535948,0.13284261710921735
0.5,9447,[ 4  4 21 39 14 15 70  4 24  5],1,1,200,10,0.2033,0.11217307692307693,0.11136319265867974
0.5,9447,[ 22  21  51  90  38  40 128  25  62  23],1,1,500,10,0.146208,0.10282528129923274,0.10280595505031699
0.5,9447,[ 60  47  99 162  94  94 212  53 120  59],1,1,1000,10,0.12616,0.10124361099299295,0.10124079565553241
0.5,9447,[137 126 199 268 204 191 374 131 237 133],1,1,2000,10,0.11426549999999999,0.10056175400652663,0.1005614449884063
0.5,9447,[419 396 475 569 518 483 776 389 564 411],1,1,5000,10,0.1051556,0.10020841008628487,0.10020839506355159
0.5,9447,[ 918  846  971 1100 1036  921 1382  881 1067  878],1,1,10000,10,0.10238276,0.10010196164105513,0.10010195991374748
1.5,7942,[ 7  3 10  7 15  4 19  4  1 30],1,1,100,10,0.1826,0.12371679197994988,0.11955526143948395
1.5,7942,[10  5 15 15 26  9 28  4  2 86],1,1,200,10,0.24330000000000002,0.11380248175597013,0.11234595719883823
1.5,7942,[ 13   6  24  30  55  10  60   7   4 291],1,1,500,10,0.374608,0.1084973179741221,0.10799285477958268
1.5,7942,[ 16   7  34  39  74  13  80   9   5 723],1,1,1000,10,0.538862,0.10675840760616206,0.10641185056662346
1.5,7942,[  17    7   40   51   94   13  110   10    5 1653],1,1,2000,10,0.6900445,0.10643545759970045,0.10608189592865337
1.5,7942,[  18    7   48   63  120   13  132   10    6 4583],1,1,5000,10,0.84190656,0.10594836079804987,0.10565085156049016
1.5,7942,[  18    7   55   69  136   13  154   10    6 9532],1,1,10000,10,0.909197,0.10588628371255017,0.10558352078089614
1,7942,[ 7  3 10  7 15  4 19  4  1 30],1,1,100,10,0.1826,0.12371679197994988,0.11955526143948395
1,7942,[17 11 19  8 26  9 43 10  5 52],1,1,200,10,0.16175,0.10819423432025131,0.1079471558862951
1,7942,[ 46  33  48  23  63  30 102  15  14 126],1,1,500,10,0.15243199999999998,0.10321395771747435,0.10317144561849292
1,7942,[ 82  74  95  40 118  59 223  29  29 251],1,1,1000,10,0.155642,0.10164092565986901,0.10162971036621803
1,7942,[149 128 211  80 200 126 460  52  60 534],1,1,2000,10,0.1626105,0.10084643761942316,0.10084335426603562
1,7942,[ 372  319  506  189  492  316 1160  142  159 1345],1,1,5000,10,0.16315568,0.10033224460531007,0.10033181493844141
1,7942,[ 757  614  989  377 1018  668 2313  292  331 2641],1,1,10000,10,0.16082517999999998,0.10016349423934072,0.10016339328252621
0.5,7942,[ 7  3 10  7 15  4 19  4  1 30],1,1,100,10,0.1826,0.12371679197994988,0.11955526143948395
0.5,7942,[12 11 18 16 26 12 37 10  4 54],1,1,200,10,0.15665,0.10809638397138398,0.10777114364010856
0.5,7942,[53 40 44 44 55 35 79 32 19 99],1,1,500,10,0.121832,0.10242716533632575,0.10241485164455277
0.5,7942,[104  87  87  89 113  74 143  72  61 170],1,1,1000,10,0.111374,0.10109360607900351,0.10109268573450363
0.5,7942,[202 187 174 195 229 161 263 157 146 286],1,1,2000,10,0.10534149999999999,0.10052268939234088,0.10052257953472112
0.5,7942,[511 396 494 493 543 459 600 447 419 638],1,1,5000,10,0.10231864,0.10020412994711184,0.10020412173325788
0.5,7942,[1015  839  997  982 1076  911 1131  925  903 1221],1,1,10000,10,0.10131212,0.10010117193534782,0.10010117078812172
1.5,3913,[ 1  1  4 11 23  8 26  2 21  3],1,1,100,10,0.1962,0.13428801271192575,0.12661330718647754
1.5,3913,[ 1  1  8 17 51 12 57  4 44  5],1,1,200,10,0.21315,0.1277703583825875,0.12003290026444031
1.5,3913,[  1   1  12  24 110  18 203   4 120   7],1,1,500,10,0.27727999999999997,0.12595763049211325,0.1178790738039926
1.5,3913,[  1   1  14  37 208  21 480   4 225   9],1,1,1000,10,0.32739399999999996,0.1251852122727123,0.11695530905570427
1.5,3913,[   1    1   16   47  404   24 1101    5  392    9],1,1,2000,10,0.3835575,0.12442488906668817,0.1161743053390358
1.5,3913,[   1    1   16   59  726   26 3443    6  712   10],1,1,5000,10,0.5159128,0.12387649706900822,0.11559840842479183
1.5,3913,[   1    1   17   65 1039   29 7856    6  976   10],1,1,10000,10,0.63764326,0.12377471915397636,0.11547236095878582
1,3913,[ 1  1  4 11 23  8 26  2 21  3],1,1,100,10,0.1962,0.13428801271192575,0.12661330718647754
1,3913,[ 1  3 12 17 51 17 41  6 46  6],1,1,200,10,0.18505000000000002,0.11933384276298006,0.11478506687818789
1,3913,[  5   4  26  35 122  41 107  12 134  14],1,1,500,10,0.195008,0.10721190317968475,0.10665162164205196
1,3913,[  8   8  57  65 237  93 213  22 272  25],1,1,1000,10,0.193882,0.10391726424212014,0.10373154304911028
1,3913,[ 21  21 115 145 470 181 401  48 544  54],1,1,2000,10,0.18818749999999998,0.10162166673321073,0.1015941044513443
1,3913,[  54   51  290  332 1179  444  984  149 1391  126],1,1,5000,10,0.18932928000000002,0.10064070199139608,0.10063623198830679
1,3913,[ 133  116  579  669 2373  902 1966  300 2711  251],1,1,10000,10,0.18636358,0.10029086337280359,0.10029006547770913
0.5,3913,[ 1  1  4 11 23  8 26  2 21  3],1,1,100,10,0.1962,0.13428801271192575,0.12661330718647754
0.5,3913,[10  8  8 17 49 15 42  6 32 13],1,1,200,10,0.1584,0.10794547626743006,0.10774737487355189
0.5,3913,[32 37 32 53 87 48 80 35 58 38],1,1,500,10,0.116128,0.10225351135117684,0.10224871303402484
0.5,3913,[ 67  82  77 103 164  93 154  81 106  73],1,1,1000,10,0.111138,0.10108638272991281,0.10108560807165312
0.5,3913,[158 162 163 212 269 193 273 164 217 189],1,1,2000,10,0.1046415,0.10051912588017166,0.100519035790912
